Item_ID,Master_Restaurant_Id,Date_ID,Time of Order,Order Delivered Date,Time of Delivery,Expected Delivery Time,Delivery Time (in mins),Restaurant_ID,Desc_ID,Location_ID,Avg Rating_ID,Type_ID,Category_ID,Cuisine_ID,Working Hrs,Delivery Available,Table Booking Available,Price,Discounts Offered (%),Discounted Price,Expected Revenue,Customer ID,Cust Rating_ID,Order_Status_ID,Cancellation_ID,Actual Revenue,Operating Cost,GP Margin,Total Number of Reviews,Number of Complaints Received,Foot Traffic in Location,Competitors in the Area (Count),Subscription_ID,Budgetd_Rev,Budgetd_Operating Cost,Budgeted Order,Budgeted GP,Acquisition cost,Value,year,month
5,45,1522,5:29:40,2024-03-01,0:50:00,38,50,35,996,1,3,1,143,100,10:00AM - 10:00PM,NO,YES,444.0,28.16,318.97,318.97,3356,3,443,5,318.97,196.28,122.69,297,2,high,19,3,301.8,198.99,0.0,102.81,23.25,99.44,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,786.0,196.0,459,29,Medium,41,2,1109.951992,887.9615936,0.0,221.9903984,16.81415929,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,737.0,246.0,459,29,Medium,41,2,1119.774576,839.830932,0.0,279.943644,13.15789474,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,727.0,255.0,459,29,Medium,41,2,1119.774576,828.6331862,0.0,291.1413898,16.66666667,23.7416,2024,3
3,91,1523,22:11:31,2024-03-02,22:39:31,56,28,91,999,1,6,1,999,999,11:00AM - 11:00PM,YES,YES,273.68,5.47,258.71,258.71,368,5,998,5,258.71,198.75,59.96,113,33,medium,23,3,723.25,500.89,437.0,95.74,15.51,268.18,2024,3
7,17,1523,4:54:00,2024-03-02,1:26:00,40,51,64,911,10,4,2,2,11,11:00AM - 11:00PM,YES,YES,967.54,28.92,687.73,687.73,3582,4,999,5,687.73,477.61,210.12,111,18,medium,6,3,819.89,487.99,237.0,271.96,16.85,897.85,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,717.0,265.0,459,29,Medium,41,2,1090.306824,817.4354405,0.0,272.8713835,14.9122807,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,697.0,285.0,459,29,Medium,41,2,1080.48424,774.117845,0.0,306.366395,13.51351351,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,697.0,285.0,459,29,Medium,41,2,1080.48424,788.0659143,0.0,292.4183257,16.81415929,23.7416,2024,3
3,90,1523,1:34:30,2024-03-02,2:14:30,50,40,90,999,11,3,1,999,999,11:00AM - 11:00PM,NO,NO,682.21,33.41,454.28,454.28,1486,2,999,5,454.28,315.96,138.32,39,24,low,7,1,444.16,304.89,605.0,137.24,24.11,156.78,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,766.0,216.0,459,29,Medium,41,2,1119.774576,850.4393227,0.0,269.3352533,13.51351351,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,697.0,285.0,459,29,Medium,41,2,1090.306824,774.117845,0.0,316.188979,13.51351351,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,688.0,295.0,459,29,Medium,41,2,1119.774576,756.338968,0.0,363.435608,16.36363636,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,707.0,275.0,459,29,Medium,41,2,1090.306824,806.2376947,0.0,284.0691293,14.03508772,23.7416,2024,3
7,20,1523,0:55:00,2024-03-02,7:49:00,30,47,90,982,11,4,2,5,9,11:00AM - 11:00PM,YES,No,777.75,13.02,676.49,676.49,3405,4,999,5,676.49,460.68,215.81,271,15,medium,9,1,780.99,456.41,239.0,216.81,13.41,892.3,2024,3
3,89,1523,7:51:24,2024-03-02,8:45:24,50,54,89,999,6,2,1,999,999,11:00AM - 11:00PM,NO,YES,512.26,16.74,426.51,426.51,1831,3,998,2,0.0,233.57,192.94,210,11,medium,7,3,352.99,226.83,438.0,68.81,29.67,258.32,2024,3
3,89,1523,10:10:29,2024-03-02,10:56:29,25,46,89,999,6,3,1,999,999,11:00AM - 11:00PM,YES,NO,455.6,4.71,434.14,434.14,1777,5,998,5,434.14,221.31,212.83,80,15,medium,11,1,789.64,200.08,526.0,83.8,13.28,170.05,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,727.0,255.0,459,29,Medium,41,2,1119.774576,799.5583376,0.0,320.2162384,14.54545455,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,776.0,206.0,459,29,Medium,41,2,1080.48424,884.621915,0.0,195.862325,13.15789474,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,697.0,285.0,459,29,Medium,41,2,1100.129408,781.0918797,0.0,319.0375283,16.07142857,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,727.0,255.0,459,29,Medium,41,2,1129.59716,806.8270498,0.0,322.7701102,17.11711712,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,756.0,226.0,459,29,Medium,41,2,1080.48424,839.5362545,0.0,240.9479855,14.41441441,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,688.0,295.0,459,29,Medium,41,2,1109.951992,756.338968,0.0,353.613024,17.27272727,23.7416,2024,3
3,90,1523,18:12:57,2024-03-02,18:55:57,23,43,90,999,11,5,1,999,999,11:00AM - 11:00PM,NO,YES,392.77,4.53,374.98,374.98,1822,3,998,5,374.98,306.93,68.05,130,16,high,10,3,628.72,415.77,406.0,97.81,20.41,146.6,2024,3
7,16,1523,20:51:00,2024-03-02,7:53:00,40,49,19,958,12,6,2,4,7,10:00AM - 10:00PM,YES,YES,965.78,10.19,867.37,867.37,3287,6,999,5,867.37,639.82,227.55,287,0,medium,11,1,922.73,658.9,229.0,229.62,15.95,1094.92,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,786.0,196.0,459,29,Medium,41,2,1080.48424,872.2454592,0.0,208.2387808,15.31531532,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,776.0,206.0,459,29,Medium,41,2,1100.129408,853.5825496,0.0,246.5468584,14.54545455,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,776.0,206.0,459,29,Medium,41,2,1129.59716,892.3817564,0.0,237.2154036,13.91304348,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,747.0,236.0,459,29,Medium,41,2,1109.951992,851.0286778,0.0,258.9233142,17.54385965,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,786.0,196.0,459,29,Medium,41,2,1080.48424,872.2454592,0.0,208.2387808,18.01801802,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,688.0,295.0,459,29,Medium,41,2,1100.129408,763.2147768,0.0,336.9146312,14.41441441,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,747.0,236.0,459,29,Medium,41,2,1119.774576,851.0286778,0.0,268.7458982,15.78947368,23.7416,2024,3
5,43,1523,9:13:15,2024-03-02,0:59:00,55,59,55,911,7,6,1,124,125,10:00AM - 10:00PM,YES,NO,1100.0,8.82,1002.98,1002.98,3010,6,410,5,1002.98,655.38,347.6,262,0,low,14,1,908.86,637.43,0.0,271.43,11.27,336.33,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,747.0,236.0,459,29,Medium,41,2,1080.48424,836.0983501,0.0,244.3858899,13.39285714,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,697.0,285.0,459,29,Medium,41,2,1100.129408,795.039949,0.0,305.089459,15.78947368,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,756.0,226.0,459,29,Medium,41,2,1119.774576,854.6630338,0.0,265.1115422,14.15929204,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,697.0,285.0,459,29,Medium,41,2,1109.951992,795.039949,0.0,314.912043,17.54385965,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,776.0,206.0,459,29,Medium,41,2,1100.129408,876.8620737,0.0,223.2673343,15.04424779,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,697.0,285.0,459,29,Medium,41,2,1100.129408,802.0139836,0.0,298.1154244,15.65217391,23.7416,2024,3
6,61,1523,2:30:00,2024-03-02,3:17:00,52,47,59,904,6,3,1,7,9,11:00AM - 11:00PM,YES,YES,1078.79,21.14,850.73,850.73,753,4,999,5,850.73,679.4,171.33,113,18,medium,6,2,930.25,662.92,275.0,267.33,27.07,188.14,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,697.0,285.0,459,29,Medium,41,2,1119.774576,774.117845,0.0,345.656731,18.01801802,23.7416,2024,3
3,89,1523,14:56:47,2024-03-02,15:19:47,24,23,89,999,6,6,1,999,999,11:00AM - 11:00PM,NO,YES,685.69,18.78,556.92,556.92,536,3,998,5,556.92,349.54,207.38,32,49,low,17,2,813.73,290.7,448.0,80.77,17.58,201.23,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,688.0,295.0,459,29,Medium,41,2,1100.129408,776.9663944,0.0,323.1630136,16.81415929,23.7416,2024,3
3,90,1523,6:50:38,2024-03-02,7:28:38,36,38,90,999,11,4,1,999,999,11:00AM - 11:00PM,NO,YES,391.81,7.3,363.21,363.21,1746,1,999,5,363.21,256.93,106.28,199,40,high,13,2,541.6,531.13,418.0,169.86,14.49,219.05,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,737.0,246.0,459,29,Medium,41,2,1090.306824,832.463994,0.0,257.84283,17.69911504,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,747.0,236.0,459,29,Medium,41,2,1109.951992,851.0286778,0.0,258.9233142,14.03508772,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,688.0,295.0,459,29,Medium,41,2,1090.306824,790.718012,0.0,299.588812,15.65217391,23.7416,2024,3
5,43,1523,13:42:24,2024-03-02,1:00:00,59,60,72,911,7,7,1,185,156,10:00AM - 10:00PM,NO,YES,1305.0,11.55,1154.27,1154.27,3639,7,735,5,1154.27,848.62,305.65,62,9,low,16,3,1153.52,755.52,0.0,398.0,29.13,276.52,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,707.0,275.0,459,29,Medium,41,2,1129.59716,799.1654342,0.0,330.4317258,14.15929204,23.7416,2024,3
5,42,1523,14:37:39,2024-03-02,0:37:00,51,37,50,915,8,1,1,121,168,10:00AM - 10:00PM,NO,YES,905.0,17.37,747.8,747.8,3007,1,906,2,0.0,461.59,286.21,63,3,low,13,3,700.47,499.24,0.0,201.23,27.43,258.78,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,747.0,236.0,459,29,Medium,41,2,1109.951992,836.0983501,0.0,273.8536419,16.07142857,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,707.0,275.0,459,29,Medium,41,2,1129.59716,799.1654342,0.0,330.4317258,15.92920354,23.7416,2024,3
6,70,1523,10:39:00,2024-03-02,11:11:00,35,32,34,918,1,5,1,5,9,11:00AM - 11:00PM,YES,YES,1159.56,26.97,846.83,846.83,795,4,999,5,846.83,590.12,256.71,112,13,high,9,1,844.57,601.23,103.0,243.34,17.31,311.35,2024,3
5,45,1523,6:56:36,2024-03-02,0:27:00,51,27,29,914,1,6,1,161,153,10:00AM - 10:00PM,NO,YES,394.0,18.76,320.09,320.09,3396,6,551,5,320.09,233.77,86.32,274,2,medium,5,2,318.62,237.89,0.0,80.73,18.24,68.08,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,776.0,206.0,459,29,Medium,41,2,1100.129408,884.621915,0.0,215.507493,15.78947368,23.7416,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,756.0,226.0,459,29,Medium,41,2,1109.951992,831.9728648,0.0,277.9791272,15.45454545,23.7416,2024,3
6,69,1523,16:03:00,2024-03-02,16:35:00,40,32,81,945,4,4,1,9,4,11:00AM - 11:00PM,YES,YES,743.21,13.91,639.83,639.83,3134,5,999,5,639.83,497.72,142.11,82,2,low,10,1,670.83,496.15,232.0,174.68,25.49,224.41,2024,3
6,65,1523,8:01:00,2024-03-02,8:51:00,53,50,96,914,1,5,1,3,3,11:00AM - 11:00PM,YES,YES,1068.49,22.97,823.06,823.06,870,1,999,5,823.06,623.62,199.44,9,20,high,8,1,788.55,677.16,137.0,111.39,26.55,206.35,2024,3
5,45,1523,3:51:35,2024-03-02,1:00:00,39,60,96,906,1,1,1,126,124,10:00AM - 10:00PM,YES,YES,957.0,33.07,640.52,640.52,3434,1,80,3,0.0,511.49,129.03,180,1,medium,9,1,674.73,466.03,0.0,208.7,18.83,110.2,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,747.0,236.0,459,29,Medium,41,2,1100.129408,843.5635139,0.0,256.5658941,16.81415929,23.7416,2024,3
3,90,1523,23:29:38,2024-03-02,0:24:38,30,55,90,999,11,4,1,999,999,11:00AM - 11:00PM,NO,YES,311.76,6.87,290.34,290.34,439,1,999,5,290.34,206.05,84.29,161,8,medium,3,1,733.41,306.3,335.0,140.1,13.29,119.86,2024,3
5,45,1523,19:31:53,2024-03-02,0:52:00,43,52,92,905,1,1,1,185,125,10:00AM - 10:00PM,YES,YES,274.0,22.47,212.43,212.43,3176,1,856,2,0.0,166.23,46.2,289,7,high,18,3,196.34,137.78,0.0,58.56,15.86,30.34,2024,3
7,17,1523,8:22:00,2024-03-02,19:08:00,50,58,61,926,10,5,2,4,6,10:00AM - 10:00PM,YES,YES,784.6,33.79,519.48,519.48,3453,5,999,5,519.48,302.61,216.87,134,13,high,15,2,541.78,299.38,256.0,241.95,28.9,736.35,2024,3
5,44,1523,14:22:06,2024-03-02,0:45:00,51,45,82,930,4,1,1,188,123,10:00AM - 10:00PM,YES,YES,1118.0,17.22,925.48,925.48,3267,1,278,4,0.0,642.17,283.31,243,9,medium,14,2,878.05,592.89,0.0,285.16,15.27,268.04,2024,3
6,65,1523,21:04:00,2024-03-02,21:47:00,35,43,76,974,1,3,1,4,7,11:00AM - 11:00PM,YES,YES,717.04,11.21,636.66,636.66,3161,4,999,5,636.66,467.88,168.78,133,10,medium,21,1,677.0,494.87,248.0,182.13,21.37,197.22,2024,3
21,57,1157,08:19:52,2024-03-02,08:57:52,44,38,7,7,7,1,1,5,10,5:00AM - 10:00PM,Yes,No,1006.0,2.36,982.0,982.0,56,5,2,5,982.0,697.0,285.0,459,29,Medium,41,2,1129.59716,802.0139836,0.0,327.5831764,13.91304348,23.7416,2024,3
7,14,1523,16:35:00,2024-03-02,20:30:00,40,21,79,965,8,4,2,10,7,10:00AM - 10:00PM,YES,YES,804.39,13.03,699.58,699.58,3599,4,999,5,699.58,510.45,189.13,116,2,high,22,2,718.2,473.08,221.0,222.29,25.9,888.71,2024,3
5,44,1523,0:34:31,2024-03-02,0:37:00,39,37,95,903,4,1,1,172,101,10:00AM - 10:00PM,NO,NO,972.0,38.68,596.03,596.03,3680,1,418,4,0.0,373.88,222.15,156,9,high,13,1,645.43,461.97,0.0,183.46,16.5,205.65,2024,3
5,44,1523,1:09:29,2024-03-02,0:58:00,52,58,81,994,4,6,1,154,105,10:00AM - 10:00PM,NO,NO,1320.0,7.63,1219.28,1219.28,3538,6,944,5,1219.28,832.98,386.3,99,1,low,15,3,1229.5,914.74,0.0,314.76,25.88,360.42,2024,3
3,90,1523,6:42:44,2024-03-02,7:00:44,36,18,90,999,11,7,1,999,999,11:00AM - 11:00PM,YES,YES,532.18,28.77,379.07,379.07,599,2,998,5,379.07,242.7,136.37,237,36,medium,5,1,321.07,494.0,610.0,169.23,29.74,239.62,2024,3
6,65,1523,4:05:00,2024-03-02,4:40:00,31,35,28,992,1,5,1,1,8,11:00AM - 11:00PM,YES,YES,539.62,6.54,504.33,504.33,605,4,999,5,504.33,365.19,139.14,225,6,medium,14,1,508.31,380.4,284.0,127.91,19.77,188.5,2024,3
7,17,1523,22:21:00,2024-03-02,12:04:00,45,21,96,982,10,3,2,2,18,12:00PM - 2:00AM,No,No,501.16,27.04,365.65,365.65,3558,3,999,5,365.65,210.26,155.39,109,17,low,8,1,424.12,208.08,265.0,166.97,20.23,521.04,2024,3
5,44,1523,3:26:07,2024-03-02,0:16:00,50,16,35,952,4,6,1,191,200,10:00AM - 10:00PM,YES,NO,1453.0,21.74,1137.12,1137.12,3572,6,514,5,1137.12,900.13,236.99,128,1,low,5,2,1145.4,817.15,0.0,328.25,11.94,225.05,2024,3
5,42,1523,22:07:38,2024-03-02,0:29:00,60,29,39,950,8,1,1,187,163,10:00AM - 10:00PM,NO,NO,1337.0,24.68,1007.03,1007.03,3323,1,638,3,0.0,665.37,341.66,276,10,low,17,1,923.25,650.75,0.0,272.5,29.95,311.71,2024,3
3,89,1524,14:10:50,2024-03-03,14:59:50,43,49,89,999,6,1,1,999,999,11:00AM - 11:00PM,YES,YES,202.73,27.52,146.94,146.94,1256,1,999,4,0.0,121.97,24.97,30,39,low,17,1,838.63,445.62,461.0,87.19,8.23,258.42,2024,3
6,69,1524,6:20:00,2024-03-03,6:51:00,40,31,68,975,4,4,1,9,9,11:00AM - 11:00PM,YES,YES,941.26,17.89,772.87,772.87,3281,5,999,5,772.87,472.36,300.51,228,9,high,5,1,763.47,497.58,198.0,265.89,12.76,395.73,2024,3
7,14,1524,5:44:00,2024-03-03,1:21:00,40,23,27,901,8,6,2,9,8,12:00PM - 2:00AM,No,No,943.3,32.91,632.86,632.86,3540,6,999,5,632.86,384.98,247.88,131,15,medium,18,1,668.42,360.43,293.0,266.79,28.09,880.74,2024,3
5,43,1524,12:09:50,2024-03-03,0:52:00,59,52,64,961,7,6,1,135,174,10:00AM - 10:00PM,YES,YES,1049.0,24.66,790.32,790.32,3200,6,805,5,790.32,579.09,211.23,263,8,medium,18,2,752.7,541.24,0.0,211.46,18.79,192.44,2024,3
5,44,1524,7:43:11,2024-03-03,0:37:00,50,37,58,967,4,1,1,178,150,10:00AM - 10:00PM,YES,NO,639.0,21.64,500.72,500.72,3747,1,123,3,0.0,394.26,106.46,170,8,medium,16,3,527.81,388.13,0.0,139.68,14.88,91.58,2024,3
5,44,1524,12:41:35,2024-03-03,0:33:00,39,33,71,952,4,2,1,192,147,10:00AM - 10:00PM,YES,YES,598.0,16.64,498.49,498.49,3609,2,951,3,0.0,396.64,101.85,202,9,high,18,1,513.11,341.26,0.0,171.85,16.84,85.01,2024,3
3,91,1524,1:46:13,2024-03-03,2:03:13,24,17,91,999,1,6,1,999,999,11:00AM - 11:00PM,YES,YES,220.93,22.35,171.55,171.55,1383,4,998,5,171.55,139.13,32.42,164,33,high,24,1,810.62,184.41,372.0,83.29,10.45,212.6,2024,3
3,89,1524,4:43:46,2024-03-03,5:40:46,52,57,89,999,6,6,1,999,999,11:00AM - 11:00PM,YES,YES,612.21,18.07,501.58,501.58,49,4,999,5,501.58,359.18,142.4,129,6,high,6,3,397.85,526.7,609.0,201.02,24.17,259.09,2024,3
6,64,1524,17:01:00,2024-03-03,17:32:00,35,31,92,953,16,6,1,4,9,11:00AM - 11:00PM,YES,YES,1113.56,17.58,917.8,917.8,3137,4,999,5,917.8,616.34,301.46,15,8,low,8,2,1002.28,662.3,101.0,339.98,12.19,378.77,2024,3
6,68,1524,3:17:00,2024-03-03,4:11:00,48,54,33,943,5,1,1,6,10,11:00AM - 11:00PM,YES,YES,580.04,15.44,490.48,490.48,804,1,999,4,0.0,340.83,149.65,135,4,high,10,1,505.39,350.6,193.0,154.79,23.34,208.42,2024,3
3,89,1524,14:39:06,2024-03-03,15:23:06,44,44,89,999,6,7,1,999,999,11:00AM - 11:00PM,NO,YES,157.64,3.23,152.55,152.55,1276,3,998,5,152.55,94.05,58.5,226,5,low,8,2,642.43,303.97,493.0,188.88,23.46,175.47,2024,3
7,20,1524,0:20:00,2024-03-03,23:07:00,40,49,81,951,11,5,2,1,14,10:00AM - 10:00PM,No,No,809.53,33.73,536.48,536.48,3352,5,999,5,536.48,334.77,201.71,488,11,medium,23,3,603.85,329.62,278.0,214.09,23.02,738.19,2024,3
3,90,1524,8:43:45,2024-03-03,9:31:45,22,48,90,999,11,3,1,999,999,11:00AM - 11:00PM,NO,NO,512.47,6.54,478.95,478.95,1192,3,999,5,478.95,276.95,202.0,115,23,low,16,1,439.18,163.58,305.0,248.58,18.91,165.77,2024,3
3,91,1524,8:29:34,2024-03-03,8:49:34,42,20,91,999,1,5,1,999,999,11:00AM - 11:00PM,NO,YES,630.37,26.69,462.12,462.12,642,4,998,5,462.12,284.78,177.34,246,19,low,4,1,307.82,484.85,640.0,141.97,16.43,178.62,2024,3
3,91,1524,15:03:59,2024-03-03,15:39:59,49,36,91,999,1,4,1,999,999,11:00AM - 11:00PM,NO,NO,482.79,3.33,466.71,466.71,1748,2,999,5,466.71,303.07,163.64,47,5,low,5,2,307.94,482.46,366.0,161.27,28.46,201.09,2024,3
5,44,1524,6:47:28,2024-03-03,0:29:00,43,29,95,954,4,5,1,106,180,10:00AM - 10:00PM,NO,NO,415.0,6.98,386.03,386.03,3570,5,282,5,386.03,293.27,92.76,213,4,medium,7,1,410.63,275.29,0.0,135.34,17.01,75.75,2024,3
7,16,1524,20:08:00,2024-03-03,9:43:00,30,59,90,989,12,1,2,5,5,10:00AM - 10:00PM,YES,No,525.13,17.74,431.97,431.97,3304,1,999,3,0.0,273.98,157.99,316,1,high,23,1,514.64,290.46,223.0,200.47,21.45,589.96,2024,3
6,68,1524,2:15:00,2024-03-03,2:44:00,33,29,75,947,5,5,1,10,3,11:00AM - 11:00PM,YES,YES,992.75,6.36,929.61,929.61,3156,1,999,5,929.61,627.34,302.27,107,10,low,5,1,938.61,618.74,171.0,319.87,28.61,370.08,2024,3
3,89,1524,14:32:16,2024-03-03,15:02:16,24,30,89,999,6,5,1,999,999,11:00AM - 11:00PM,NO,YES,234.03,1.3,230.99,230.99,975,2,999,5,230.99,150.23,80.76,224,15,medium,21,1,707.06,508.64,346.0,219.03,44.28,126.46,2024,3
3,91,1524,6:06:04,2024-03-03,7:01:04,41,55,91,999,1,4,1,999,999,11:00AM - 11:00PM,YES,YES,655.02,20.01,523.95,523.95,301,2,999,5,523.95,417.65,106.3,88,20,medium,23,2,676.26,422.42,502.0,104.25,22.8,255.31,2024,3
6,67,1524,3:03:00,2024-03-03,3:51:00,45,48,22,946,1,2,1,4,1,11:00AM - 11:00PM,YES,YES,690.69,29.41,487.56,487.56,991,1,999,3,0.0,369.71,117.85,128,17,medium,16,1,481.11,389.3,166.0,91.81,12.02,118.37,2024,3
